Theme,Context,Selector,Property,Value
editorial,i-html,.teinvit-canvas,geometry.y,159.156
editorial,i-html,.teinvit-canvas,geometry.width,469.563
editorial,i-html,.teinvit-canvas,geometry.height,651.094
editorial,i-html,.teinvit-canvas,geometry.clientWidth,470
editorial,i-html,.teinvit-canvas,geometry.clientHeight,651
editorial,i-html,.teinvit-canvas,geometry.scrollWidth,470
editorial,i-html,.teinvit-canvas,geometry.scrollHeight,651
editorial,i-html,.teinvit-canvas,inline.styleAttr,font-size: 0.92em;
editorial,i-html,.teinvit-canvas,inline.styleFontSize,0.92em
editorial,i-html,.teinvit-canvas,inline.styleMarginTop,
editorial,i-html,.teinvit-canvas,inline.styleMarginBottom,
editorial,i-html,.inv-names,computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.inv-names,computed.fontSize,27.7725px
editorial,i-html,.inv-names,computed.lineHeight,34.7156px
editorial,i-html,.inv-names,computed.letterSpacing,normal
editorial,i-html,.inv-names,computed.textTransform,none
editorial,i-html,.inv-names,computed.marginTop,0px
editorial,i-html,.inv-names,computed.marginBottom,31.9384px
editorial,i-html,.inv-names,computed.paddingTop,0px
editorial,i-html,.inv-names,computed.paddingBottom,0px
editorial,i-html,.inv-names,geometry.x,539.844
editorial,i-html,.inv-names,geometry.y,159.156
editorial,i-html,.inv-names,geometry.width,320.313
editorial,i-html,.inv-names,geometry.height,138.813
editorial,i-html,.inv-names,geometry.clientWidth,320
editorial,i-html,.inv-names,geometry.clientHeight,139
editorial,i-html,.inv-names,geometry.scrollWidth,320
editorial,i-html,.inv-names,geometry.scrollHeight,139
editorial,i-html,.inv-names,inline.styleAttr,white-space: pre-line; margin-bottom: 1.15em;
editorial,i-html,.inv-names,inline.styleFontSize,
editorial,i-html,.inv-names,inline.styleMarginTop,
editorial,i-html,.inv-names,inline.styleMarginBottom,1.15em
editorial,i-html,.inv-names,wrap.lineCount,4
editorial,i-html,.inv-names,wrap.textContentTrim,"Ruxandra Maria Elena
Gabriela
&
Alexandru Marius Gabriel"
editorial,i-html,.inv-message,computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.inv-message,computed.fontSize,13.9656px
editorial,i-html,.inv-message,computed.lineHeight,20.9484px
editorial,i-html,.inv-message,computed.letterSpacing,normal
editorial,i-html,.inv-message,computed.textTransform,none
editorial,i-html,.inv-message,computed.marginTop,9.77592px
editorial,i-html,.inv-message,computed.marginBottom,19.5518px
editorial,i-html,.inv-message,computed.paddingTop,0px
editorial,i-html,.inv-message,computed.paddingBottom,0px
editorial,i-html,.inv-message,geometry.x,465.219
editorial,i-html,.inv-message,geometry.y,467.906
editorial,i-html,.inv-message,geometry.width,469.563
editorial,i-html,.inv-message,geometry.height,83.813
editorial,i-html,.inv-message,geometry.clientWidth,470
editorial,i-html,.inv-message,geometry.clientHeight,84
editorial,i-html,.inv-message,geometry.scrollWidth,470
editorial,i-html,.inv-message,geometry.scrollHeight,84
editorial,i-html,.inv-message,inline.styleAttr,margin-top: 0.7em;
editorial,i-html,.inv-message,inline.styleFontSize,
editorial,i-html,.inv-message,inline.styleMarginTop,0.7em
editorial,i-html,.inv-message,inline.styleMarginBottom,
editorial,i-html,.inv-message,wrap.lineCount,4
editorial,i-html,.inv-message,wrap.textContentTrim,"Vă invităm cu drag să ne fiți alături în una dintre cele mai frumoase zile din viața noastră, când vom spune „DA” în fața lui Dumnezeu și a celor dragi. Prezența voastră va însemna enorm pentru noi și va transforma acest moment într-o amintire de neuitat."
editorial,i-html,.section-title[0],computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.section-title[0],computed.fontSize,9.522px
editorial,i-html,.section-title[0],computed.lineHeight,12.8547px
editorial,i-html,.section-title[0],computed.letterSpacing,1.14264px
editorial,i-html,.section-title[0],computed.textTransform,uppercase
editorial,i-html,.section-title[0],computed.marginTop,8.5698px
editorial,i-html,.section-title[0],computed.marginBottom,5.7132px
editorial,i-html,.section-title[0],computed.paddingTop,0px
editorial,i-html,.section-title[0],computed.paddingBottom,0px
editorial,i-html,.section-title[0],geometry.x,593.672
editorial,i-html,.section-title[0],geometry.y,349.563
editorial,i-html,.section-title[0],geometry.width,212.641
editorial,i-html,.section-title[0],geometry.height,12.844
editorial,i-html,.section-title[0],geometry.clientWidth,213
editorial,i-html,.section-title[0],geometry.clientHeight,13
editorial,i-html,.section-title[0],geometry.scrollWidth,213
editorial,i-html,.section-title[0],geometry.scrollHeight,13
editorial,i-html,.section-title[0],inline.styleAttr,
editorial,i-html,.section-title[0],inline.styleFontSize,
editorial,i-html,.section-title[0],inline.styleMarginTop,
editorial,i-html,.section-title[0],inline.styleMarginBottom,
editorial,i-html,.section-title[1],computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.section-title[1],computed.fontSize,7.42716px
editorial,i-html,.section-title[1],computed.lineHeight,10.398px
editorial,i-html,.section-title[1],computed.letterSpacing,0.891259px
editorial,i-html,.section-title[1],computed.textTransform,uppercase
editorial,i-html,.section-title[1],computed.marginTop,6.68444px
editorial,i-html,.section-title[1],computed.marginBottom,4.4563px
editorial,i-html,.section-title[1],computed.paddingTop,0px
editorial,i-html,.section-title[1],computed.paddingBottom,0px
editorial,i-html,.section-title[1],geometry.x,660.25
editorial,i-html,.section-title[1],geometry.y,413.609
editorial,i-html,.section-title[1],geometry.width,79.484
editorial,i-html,.section-title[1],geometry.height,10.391
editorial,i-html,.section-title[1],geometry.clientWidth,79
editorial,i-html,.section-title[1],geometry.clientHeight,10
editorial,i-html,.section-title[1],geometry.scrollWidth,79
editorial,i-html,.section-title[1],geometry.scrollHeight,10
editorial,i-html,.section-title[1],inline.styleAttr,
editorial,i-html,.section-title[1],inline.styleFontSize,
editorial,i-html,.section-title[1],inline.styleMarginTop,
editorial,i-html,.section-title[1],inline.styleMarginBottom,
editorial,i-html,.inv-events,computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.inv-events,computed.fontSize,12.696px
editorial,i-html,.inv-events,computed.lineHeight,18.4092px
editorial,i-html,.inv-events,computed.letterSpacing,normal
editorial,i-html,.inv-events,computed.textTransform,none
editorial,i-html,.inv-events,computed.marginTop,8.8872px
editorial,i-html,.inv-events,computed.marginBottom,0px
editorial,i-html,.inv-events,computed.paddingTop,0px
editorial,i-html,.inv-events,computed.paddingBottom,0px
editorial,i-html,.inv-events,geometry.x,535.188
editorial,i-html,.inv-events,geometry.y,580.141
editorial,i-html,.inv-events,geometry.width,329.625
editorial,i-html,.inv-events,geometry.height,177.656
editorial,i-html,.inv-events,geometry.clientWidth,330
editorial,i-html,.inv-events,geometry.clientHeight,178
editorial,i-html,.inv-events,geometry.scrollWidth,330
editorial,i-html,.inv-events,geometry.scrollHeight,178
editorial,i-html,.inv-events,inline.styleAttr,margin-top: 0.7em;
editorial,i-html,.inv-events,inline.styleFontSize,
editorial,i-html,.inv-events,inline.styleMarginTop,0.7em
editorial,i-html,.inv-events,inline.styleMarginBottom,
editorial,i-html,.events-row.top,computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.events-row.top,computed.fontSize,12.696px
editorial,i-html,.events-row.top,computed.lineHeight,18.4092px
editorial,i-html,.events-row.top,computed.letterSpacing,normal
editorial,i-html,.events-row.top,computed.textTransform,none
editorial,i-html,.events-row.top,computed.marginTop,12.696px
editorial,i-html,.events-row.top,computed.marginBottom,0px
editorial,i-html,.events-row.top,computed.paddingTop,0px
editorial,i-html,.events-row.top,computed.paddingBottom,0px
editorial,i-html,.events-row.top,geometry.x,535.188
editorial,i-html,.events-row.top,geometry.y,592.828
editorial,i-html,.events-row.top,geometry.width,329.625
editorial,i-html,.events-row.top,geometry.height,87.422
editorial,i-html,.events-row.top,geometry.clientWidth,330
editorial,i-html,.events-row.top,geometry.clientHeight,87
editorial,i-html,.events-row.top,geometry.scrollWidth,330
editorial,i-html,.events-row.top,geometry.scrollHeight,87
editorial,i-html,.events-row.top,inline.styleAttr,
editorial,i-html,.events-row.top,inline.styleFontSize,
editorial,i-html,.events-row.top,inline.styleMarginTop,
editorial,i-html,.events-row.top,inline.styleMarginBottom,
editorial,i-html,.events-row.bottom,computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.events-row.bottom,computed.fontSize,12.696px
editorial,i-html,.events-row.bottom,computed.lineHeight,18.4092px
editorial,i-html,.events-row.bottom,computed.letterSpacing,normal
editorial,i-html,.events-row.bottom,computed.textTransform,none
editorial,i-html,.events-row.bottom,computed.marginTop,7.6176px
editorial,i-html,.events-row.bottom,computed.marginBottom,0px
editorial,i-html,.events-row.bottom,computed.paddingTop,0px
editorial,i-html,.events-row.bottom,computed.paddingBottom,0px
editorial,i-html,.events-row.bottom,geometry.x,535.188
editorial,i-html,.events-row.bottom,geometry.y,687.859
editorial,i-html,.events-row.bottom,geometry.width,329.625
editorial,i-html,.events-row.bottom,geometry.height,69.938
editorial,i-html,.events-row.bottom,geometry.clientWidth,330
editorial,i-html,.events-row.bottom,geometry.clientHeight,70
editorial,i-html,.events-row.bottom,geometry.scrollWidth,330
editorial,i-html,.events-row.bottom,geometry.scrollHeight,70
editorial,i-html,.events-row.bottom,inline.styleAttr,margin-top: 0.6em;
editorial,i-html,.events-row.bottom,inline.styleFontSize,
editorial,i-html,.events-row.bottom,inline.styleMarginTop,0.6em
editorial,i-html,.events-row.bottom,inline.styleMarginBottom,
editorial,i-html,.inv-parents-wrapper,computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.inv-parents-wrapper,computed.fontSize,15.87px
editorial,i-html,.inv-parents-wrapper,computed.lineHeight,21.4245px
editorial,i-html,.inv-parents-wrapper,computed.letterSpacing,normal
editorial,i-html,.inv-parents-wrapper,computed.textTransform,none
editorial,i-html,.inv-parents-wrapper,computed.marginTop,11.109px
editorial,i-html,.inv-parents-wrapper,computed.marginBottom,0px
editorial,i-html,.inv-parents-wrapper,computed.paddingTop,0px
editorial,i-html,.inv-parents-wrapper,computed.paddingBottom,0px
editorial,i-html,.inv-parents-wrapper,geometry.x,593.672
editorial,i-html,.inv-parents-wrapper,geometry.y,341
editorial,i-html,.inv-parents-wrapper,geometry.width,212.641
editorial,i-html,.inv-parents-wrapper,geometry.height,57.281
editorial,i-html,.inv-parents-wrapper,geometry.clientWidth,213
editorial,i-html,.inv-parents-wrapper,geometry.clientHeight,57
editorial,i-html,.inv-parents-wrapper,geometry.scrollWidth,213
editorial,i-html,.inv-parents-wrapper,geometry.scrollHeight,57
editorial,i-html,.inv-parents-wrapper,inline.styleAttr,margin-top: 0.7em;
editorial,i-html,.inv-parents-wrapper,inline.styleFontSize,
editorial,i-html,.inv-parents-wrapper,inline.styleMarginTop,0.7em
editorial,i-html,.inv-parents-wrapper,inline.styleMarginBottom,
editorial,i-html,.inv-nasi,computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.inv-nasi,computed.fontSize,12.3786px
editorial,i-html,.inv-nasi,computed.lineHeight,17.33px
editorial,i-html,.inv-nasi,computed.letterSpacing,normal
