Theme,Context,Selector,Property,Value
editorial,preview-prod,.teinvit-preview,computed.fontFamily,"Inter, sans-serif"
editorial,preview-prod,.teinvit-preview,computed.fontSize,17.25px
editorial,preview-prod,.teinvit-preview,computed.lineHeight,26.7375px
editorial,preview-prod,.teinvit-preview,computed.letterSpacing,normal
editorial,preview-prod,.teinvit-preview,computed.textTransform,none
editorial,preview-prod,.teinvit-preview,computed.marginTop,0px
editorial,preview-prod,.teinvit-preview,computed.marginBottom,0px
editorial,preview-prod,.teinvit-preview,computed.paddingTop,0px
editorial,preview-prod,.teinvit-preview,computed.paddingBottom,0px
editorial,preview-prod,.teinvit-preview,geometry.x,686.094
editorial,preview-prod,.teinvit-preview,geometry.y,1586.828
editorial,preview-prod,.teinvit-preview,geometry.width,559
editorial,preview-prod,.teinvit-preview,geometry.height,794
editorial,preview-prod,.teinvit-preview,geometry.clientWidth,559
editorial,preview-prod,.teinvit-preview,geometry.clientHeight,794
editorial,preview-prod,.teinvit-preview,geometry.scrollWidth,559
editorial,preview-prod,.teinvit-preview,geometry.scrollHeight,794
editorial,preview-prod,.teinvit-preview,inline.styleAttr,
editorial,preview-prod,.teinvit-preview,inline.styleFontSize,
editorial,preview-prod,.teinvit-preview,inline.styleMarginTop,
editorial,preview-prod,.teinvit-preview,inline.styleMarginBottom,
editorial,preview-prod,.teinvit-canvas,computed.fontFamily,"""Playfair Display"", serif"
editorial,preview-prod,.teinvit-canvas,computed.fontSize,17.25px
editorial,preview-prod,.teinvit-canvas,computed.lineHeight,23.2875px
editorial,preview-prod,.teinvit-canvas,computed.letterSpacing,normal
editorial,preview-prod,.teinvit-canvas,computed.textTransform,none
editorial,preview-prod,.teinvit-canvas,computed.marginTop,0px
editorial,preview-prod,.teinvit-canvas,computed.marginBottom,0px
editorial,preview-prod,.teinvit-canvas,computed.paddingTop,0px
editorial,preview-prod,.teinvit-canvas,computed.paddingBottom,0px
editorial,preview-prod,.teinvit-canvas,geometry.x,730.813
editorial,preview-prod,.teinvit-canvas,geometry.y,1697.984
editorial,preview-prod,.teinvit-canvas,geometry.width,469.563
editorial,preview-prod,.teinvit-canvas,geometry.height,651.094
editorial,preview-prod,.teinvit-canvas,geometry.clientWidth,470
editorial,preview-prod,.teinvit-canvas,geometry.clientHeight,651
editorial,preview-prod,.teinvit-canvas,geometry.scrollWidth,470
editorial,preview-prod,.teinvit-canvas,geometry.scrollHeight,651
editorial,preview-prod,.teinvit-canvas,inline.styleAttr,font-size: 1em;
editorial,preview-prod,.teinvit-canvas,inline.styleFontSize,1em
editorial,preview-prod,.teinvit-canvas,inline.styleMarginTop,
editorial,preview-prod,.teinvit-canvas,inline.styleMarginBottom,
editorial,preview-prod,.inv-names,computed.fontFamily,"""Playfair Display"", serif"
editorial,preview-prod,.inv-names,computed.fontSize,30.1875px
editorial,preview-prod,.inv-names,computed.lineHeight,37.7344px
editorial,preview-prod,.inv-names,computed.letterSpacing,normal
editorial,preview-prod,.inv-names,computed.textTransform,none
editorial,preview-prod,.inv-names,computed.marginTop,0px
editorial,preview-prod,.inv-names,computed.marginBottom,36.225px
editorial,preview-prod,.inv-names,computed.paddingTop,0px
editorial,preview-prod,.inv-names,computed.paddingBottom,0px
editorial,preview-prod,.inv-names,geometry.x,0
editorial,preview-prod,.inv-names,geometry.y,0
editorial,preview-prod,.inv-names,geometry.width,0
editorial,preview-prod,.inv-names,geometry.height,0
editorial,preview-prod,.inv-names,geometry.clientWidth,0
editorial,preview-prod,.inv-names,geometry.clientHeight,0
editorial,preview-prod,.inv-names,geometry.scrollWidth,0
editorial,preview-prod,.inv-names,geometry.scrollHeight,0
editorial,preview-prod,.inv-names,inline.styleAttr,white-space: pre-line; display: none;
editorial,preview-prod,.inv-names,inline.styleFontSize,
editorial,preview-prod,.inv-names,inline.styleMarginTop,
editorial,preview-prod,.inv-names,inline.styleMarginBottom,
editorial,preview-prod,.inv-names,wrap.lineCount,0
editorial,preview-prod,.inv-names,wrap.textContentTrim,
editorial,preview-prod,.inv-message,computed.fontFamily,"""Playfair Display"", serif"
editorial,preview-prod,.inv-message,computed.fontSize,15.18px
editorial,preview-prod,.inv-message,computed.lineHeight,22.77px
editorial,preview-prod,.inv-message,computed.letterSpacing,normal
editorial,preview-prod,.inv-message,computed.textTransform,none
editorial,preview-prod,.inv-message,computed.marginTop,21.252px
editorial,preview-prod,.inv-message,computed.marginBottom,21.252px
editorial,preview-prod,.inv-message,computed.paddingTop,0px
editorial,preview-prod,.inv-message,computed.paddingBottom,0px
editorial,preview-prod,.inv-message,geometry.x,0
editorial,preview-prod,.inv-message,geometry.y,0
editorial,preview-prod,.inv-message,geometry.width,0
editorial,preview-prod,.inv-message,geometry.height,0
editorial,preview-prod,.inv-message,geometry.clientWidth,0
editorial,preview-prod,.inv-message,geometry.clientHeight,0
editorial,preview-prod,.inv-message,geometry.scrollWidth,0
editorial,preview-prod,.inv-message,geometry.scrollHeight,0
editorial,preview-prod,.inv-message,inline.styleAttr,display: none;
editorial,preview-prod,.inv-message,inline.styleFontSize,
editorial,preview-prod,.inv-message,inline.styleMarginTop,
editorial,preview-prod,.inv-message,inline.styleMarginBottom,
editorial,preview-prod,.inv-message,wrap.lineCount,0
editorial,preview-prod,.inv-message,wrap.textContentTrim,
editorial,preview-prod,.section-title[0],computed.fontFamily,"""Playfair Display"", serif"
editorial,preview-prod,.section-title[0],computed.fontSize,10.35px
editorial,preview-prod,.section-title[0],computed.lineHeight,13.9725px
editorial,preview-prod,.section-title[0],computed.letterSpacing,1.242px
editorial,preview-prod,.section-title[0],computed.textTransform,uppercase
editorial,preview-prod,.section-title[0],computed.marginTop,9.315px
editorial,preview-prod,.section-title[0],computed.marginBottom,6.21px
editorial,preview-prod,.section-title[0],computed.paddingTop,0px
editorial,preview-prod,.section-title[0],computed.paddingBottom,0px
editorial,preview-prod,.section-title[0],geometry.x,0
editorial,preview-prod,.section-title[0],geometry.y,0
editorial,preview-prod,.section-title[0],geometry.width,0
editorial,preview-prod,.section-title[0],geometry.height,0
editorial,preview-prod,.section-title[0],geometry.clientWidth,0
editorial,preview-prod,.section-title[0],geometry.clientHeight,0
editorial,preview-prod,.section-title[0],geometry.scrollWidth,0
editorial,preview-prod,.section-title[0],geometry.scrollHeight,0
editorial,preview-prod,.section-title[0],inline.styleAttr,
editorial,preview-prod,.section-title[0],inline.styleFontSize,
editorial,preview-prod,.section-title[0],inline.styleMarginTop,
editorial,preview-prod,.section-title[0],inline.styleMarginBottom,
editorial,preview-prod,.section-title[1],computed.fontFamily,"""Playfair Display"", serif"
editorial,preview-prod,.section-title[1],computed.fontSize,8.073px
editorial,preview-prod,.section-title[1],computed.lineHeight,11.3022px
editorial,preview-prod,.section-title[1],computed.letterSpacing,0.96876px
editorial,preview-prod,.section-title[1],computed.textTransform,uppercase
editorial,preview-prod,.section-title[1],computed.marginTop,7.2657px
editorial,preview-prod,.section-title[1],computed.marginBottom,4.8438px
editorial,preview-prod,.section-title[1],computed.paddingTop,0px
editorial,preview-prod,.section-title[1],computed.paddingBottom,0px
editorial,preview-prod,.section-title[1],geometry.x,0
editorial,preview-prod,.section-title[1],geometry.y,0
editorial,preview-prod,.section-title[1],geometry.width,0
editorial,preview-prod,.section-title[1],geometry.height,0
editorial,preview-prod,.section-title[1],geometry.clientWidth,0
editorial,preview-prod,.section-title[1],geometry.clientHeight,0
editorial,preview-prod,.section-title[1],geometry.scrollWidth,0
editorial,preview-prod,.section-title[1],geometry.scrollHeight,0
editorial,preview-prod,.section-title[1],inline.styleAttr,
editorial,preview-prod,.section-title[1],inline.styleFontSize,
editorial,preview-prod,.section-title[1],inline.styleMarginTop,
editorial,preview-prod,.section-title[1],inline.styleMarginBottom,
editorial,preview-prod,.inv-events,computed.fontFamily,"""Playfair Display"", serif"
editorial,preview-prod,.inv-events,computed.fontSize,13.8px
editorial,preview-prod,.inv-events,computed.lineHeight,20.01px
editorial,preview-prod,.inv-events,computed.letterSpacing,normal
editorial,preview-prod,.inv-events,computed.textTransform,none
editorial,preview-prod,.inv-events,computed.marginTop,16.56px
editorial,preview-prod,.inv-events,computed.marginBottom,0px
editorial,preview-prod,.inv-events,computed.paddingTop,0px
editorial,preview-prod,.inv-events,computed.paddingBottom,0px
editorial,preview-prod,.inv-events,geometry.x,0
editorial,preview-prod,.inv-events,geometry.y,0
editorial,preview-prod,.inv-events,geometry.width,0
editorial,preview-prod,.inv-events,geometry.height,0
editorial,preview-prod,.inv-events,geometry.clientWidth,0
editorial,preview-prod,.inv-events,geometry.clientHeight,0
editorial,preview-prod,.inv-events,geometry.scrollWidth,0
editorial,preview-prod,.inv-events,geometry.scrollHeight,0
editorial,preview-prod,.inv-events,inline.styleAttr,display:none;
editorial,preview-prod,.inv-events,inline.styleFontSize,
editorial,preview-prod,.inv-events,inline.styleMarginTop,
editorial,preview-prod,.inv-events,inline.styleMarginBottom,
editorial,preview-prod,.events-row.top,computed.fontFamily,"""Playfair Display"", serif"
editorial,preview-prod,.events-row.top,computed.fontSize,13.8px
editorial,preview-prod,.events-row.top,computed.lineHeight,20.01px
editorial,preview-prod,.events-row.top,computed.letterSpacing,normal
editorial,preview-prod,.events-row.top,computed.textTransform,none
editorial,preview-prod,.events-row.top,computed.marginTop,13.8px
editorial,preview-prod,.events-row.top,computed.marginBottom,0px
editorial,preview-prod,.events-row.top,computed.paddingTop,0px
editorial,preview-prod,.events-row.top,computed.paddingBottom,0px
editorial,preview-prod,.events-row.top,geometry.x,0
editorial,preview-prod,.events-row.top,geometry.y,0
editorial,preview-prod,.events-row.top,geometry.width,0
editorial,preview-prod,.events-row.top,geometry.height,0
editorial,preview-prod,.events-row.top,geometry.clientWidth,0
editorial,preview-prod,.events-row.top,geometry.clientHeight,0
editorial,preview-prod,.events-row.top,geometry.scrollWidth,0
editorial,preview-prod,.events-row.top,geometry.scrollHeight,0
editorial,preview-prod,.events-row.top,inline.styleAttr,
editorial,preview-prod,.events-row.top,inline.styleFontSize,
editorial,preview-prod,.events-row.top,inline.styleMarginTop,
editorial,preview-prod,.events-row.top,inline.styleMarginBottom,
editorial,preview-prod,.events-row.bottom,computed.fontFamily,"""Playfair Display"", serif"
editorial,preview-prod,.events-row.bottom,computed.fontSize,13.8px
editorial,preview-prod,.events-row.bottom,computed.lineHeight,20.01px
editorial,preview-prod,.events-row.bottom,computed.letterSpacing,normal
editorial,preview-prod,.events-row.bottom,computed.textTransform,none
editorial,preview-prod,.events-row.bottom,computed.marginTop,13.8px
editorial,preview-prod,.events-row.bottom,computed.marginBottom,0px
editorial,preview-prod,.events-row.bottom,computed.paddingTop,0px
editorial,preview-prod,.events-row.bottom,computed.paddingBottom,0px
editorial,preview-prod,.events-row.bottom,geometry.x,0
editorial,preview-prod,.events-row.bottom,geometry.y,0
editorial,preview-prod,.events-row.bottom,geometry.width,0
editorial,preview-prod,.events-row.bottom,geometry.height,0
editorial,preview-prod,.events-row.bottom,geometry.clientWidth,0
editorial,preview-prod,.events-row.bottom,geometry.clientHeight,0
editorial,preview-prod,.events-row.bottom,geometry.scrollWidth,0
editorial,preview-prod,.events-row.bottom,geometry.scrollHeight,0
editorial,preview-prod,.events-row.bottom,inline.styleAttr,
editorial,preview-prod,.events-row.bottom,inline.styleFontSize,
editorial,preview-prod,.events-row.bottom,inline.styleMarginTop,
editorial,preview-prod,.events-row.bottom,inline.styleMarginBottom,
editorial,preview-prod,.inv-parents-wrapper,computed.fontFamily,"""Playfair Display"", serif"
editorial,preview-prod,.inv-parents-wrapper,computed.fontSize,17.25px
editorial,preview-prod,.inv-parents-wrapper,computed.lineHeight,23.2875px
editorial,preview-prod,.inv-parents-wrapper,computed.letterSpacing,normal
editorial,preview-prod,.inv-parents-wrapper,computed.textTransform,none
editorial,preview-prod,.inv-parents-wrapper,computed.marginTop,13.8px
editorial,preview-prod,.inv-parents-wrapper,computed.marginBottom,0px
editorial,preview-prod,.inv-parents-wrapper,computed.paddingTop,0px
editorial,preview-prod,.inv-parents-wrapper,computed.paddingBottom,0px
editorial,preview-prod,.inv-parents-wrapper,geometry.x,0
editorial,preview-prod,.inv-parents-wrapper,geometry.y,0
editorial,preview-prod,.inv-parents-wrapper,geometry.width,0
editorial,preview-prod,.inv-parents-wrapper,geometry.height,0
editorial,preview-prod,.inv-parents-wrapper,geometry.clientWidth,0
editorial,preview-prod,.inv-parents-wrapper,geometry.clientHeight,0
editorial,preview-prod,.inv-parents-wrapper,geometry.scrollWidth,0
editorial,preview-prod,.inv-parents-wrapper,geometry.scrollHeight,0
editorial,preview-prod,.inv-parents-wrapper,inline.styleAttr,display:none;
editorial,preview-prod,.inv-parents-wrapper,inline.styleFontSize,
editorial,preview-prod,.inv-parents-wrapper,inline.styleMarginTop,
editorial,preview-prod,.inv-parents-wrapper,inline.styleMarginBottom,
editorial,preview-prod,.inv-nasi,computed.fontFamily,"""Playfair Display"", serif"
editorial,preview-prod,.inv-nasi,computed.fontSize,13.455px
editorial,preview-prod,.inv-nasi,computed.lineHeight,18.837px
editorial,preview-prod,.inv-nasi,computed.letterSpacing,normal
editorial,preview-prod,.inv-nasi,computed.textTransform,none
editorial,preview-prod,.inv-nasi,computed.marginTop,10.764px
editorial,preview-prod,.inv-nasi,computed.marginBottom,13.455px
editorial,preview-prod,.inv-nasi,computed.paddingTop,0px
editorial,preview-prod,.inv-nasi,computed.paddingBottom,0px
editorial,preview-prod,.inv-nasi,geometry.x,0
editorial,preview-prod,.inv-nasi,geometry.y,0
editorial,preview-prod,.inv-nasi,geometry.width,0
editorial,preview-prod,.inv-nasi,geometry.height,0
editorial,preview-prod,.inv-nasi,geometry.clientWidth,0
editorial,preview-prod,.inv-nasi,geometry.clientHeight,0
editorial,preview-prod,.inv-nasi,geometry.scrollWidth,0
editorial,preview-prod,.inv-nasi,geometry.scrollHeight,0
editorial,preview-prod,.inv-nasi,inline.styleAttr,display:none;
editorial,preview-prod,.inv-nasi,inline.styleFontSize,
editorial,preview-prod,.inv-nasi,inline.styleMarginTop,
editorial,preview-prod,.inv-nasi,inline.styleMarginBottom,
editorial,preview-prod,__timing__,navStartIso,2026-02-13T22:04:38.827Z
editorial,preview-prod,__timing__,domContentLoadedIso,2026-02-13T22:04:39.459Z
editorial,preview-prod,__timing__,pdfReadyIso,
editorial,preview-prod,__timing__,deltaDomToPdfReadyMs,
editorial,preview-prod,__diagnostics__,hasPdfModeFlag,false
editorial,preview-prod,__diagnostics__,hasPdfReadyFlag,false
editorial,preview-prod,__diagnostics__,userAgent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/144.0.0.0 Safari/537.36"
editorial,preview-prod,__diagnostics__,stable,true
editorial,preview-prod,__diagnostics__,probesUsed,4
editorial,preview-prod,__diagnostics__,url,https://www.teinvit.com/product/invitatie-digitala-personalizata/
editorial,i-html,.teinvit-preview,computed.fontFamily,"""Times New Roman"""
editorial,i-html,.teinvit-preview,computed.fontSize,17.25px
editorial,i-html,.teinvit-preview,computed.lineHeight,normal
editorial,i-html,.teinvit-preview,computed.letterSpacing,normal
editorial,i-html,.teinvit-preview,computed.textTransform,none
editorial,i-html,.teinvit-preview,computed.marginTop,0px
editorial,i-html,.teinvit-preview,computed.marginBottom,0px
editorial,i-html,.teinvit-preview,computed.paddingTop,0px
editorial,i-html,.teinvit-preview,computed.paddingBottom,0px
editorial,i-html,.teinvit-preview,geometry.x,420.5
editorial,i-html,.teinvit-preview,geometry.y,48
editorial,i-html,.teinvit-preview,geometry.width,559
editorial,i-html,.teinvit-preview,geometry.height,794
editorial,i-html,.teinvit-preview,geometry.clientWidth,559
editorial,i-html,.teinvit-preview,geometry.clientHeight,794
editorial,i-html,.teinvit-preview,geometry.scrollWidth,559
editorial,i-html,.teinvit-preview,geometry.scrollHeight,794
editorial,i-html,.teinvit-preview,inline.styleAttr,
editorial,i-html,.teinvit-preview,inline.styleFontSize,
editorial,i-html,.teinvit-preview,inline.styleMarginTop,
editorial,i-html,.teinvit-preview,inline.styleMarginBottom,
editorial,i-html,.teinvit-canvas,computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.teinvit-canvas,computed.fontSize,17.25px
editorial,i-html,.teinvit-canvas,computed.lineHeight,23.2875px
editorial,i-html,.teinvit-canvas,computed.letterSpacing,normal
editorial,i-html,.teinvit-canvas,computed.textTransform,none
editorial,i-html,.teinvit-canvas,computed.marginTop,0px
editorial,i-html,.teinvit-canvas,computed.marginBottom,0px
editorial,i-html,.teinvit-canvas,computed.paddingTop,0px
editorial,i-html,.teinvit-canvas,computed.paddingBottom,0px
editorial,i-html,.teinvit-canvas,geometry.x,465.219
editorial,i-html,.teinvit-canvas,geometry.y,159.156
editorial,i-html,.teinvit-canvas,geometry.width,469.563
editorial,i-html,.teinvit-canvas,geometry.height,651.094
editorial,i-html,.teinvit-canvas,geometry.clientWidth,470
editorial,i-html,.teinvit-canvas,geometry.clientHeight,651
editorial,i-html,.teinvit-canvas,geometry.scrollWidth,470
editorial,i-html,.teinvit-canvas,geometry.scrollHeight,651
editorial,i-html,.teinvit-canvas,inline.styleAttr,font-size: 1em;
editorial,i-html,.teinvit-canvas,inline.styleFontSize,1em
editorial,i-html,.teinvit-canvas,inline.styleMarginTop,
editorial,i-html,.teinvit-canvas,inline.styleMarginBottom,
editorial,i-html,.inv-names,computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.inv-names,computed.fontSize,30.1875px
editorial,i-html,.inv-names,computed.lineHeight,37.7344px
editorial,i-html,.inv-names,computed.letterSpacing,normal
editorial,i-html,.inv-names,computed.textTransform,none
editorial,i-html,.inv-names,computed.marginTop,0px
editorial,i-html,.inv-names,computed.marginBottom,36.225px
editorial,i-html,.inv-names,computed.paddingTop,0px
editorial,i-html,.inv-names,computed.paddingBottom,0px
editorial,i-html,.inv-names,geometry.x,630.313
editorial,i-html,.inv-names,geometry.y,159.156
editorial,i-html,.inv-names,geometry.width,139.375
editorial,i-html,.inv-names,geometry.height,113.203
editorial,i-html,.inv-names,geometry.clientWidth,139
editorial,i-html,.inv-names,geometry.clientHeight,113
editorial,i-html,.inv-names,geometry.scrollWidth,139
editorial,i-html,.inv-names,geometry.scrollHeight,114
editorial,i-html,.inv-names,inline.styleAttr,white-space: pre-line;
editorial,i-html,.inv-names,inline.styleFontSize,
editorial,i-html,.inv-names,inline.styleMarginTop,
editorial,i-html,.inv-names,inline.styleMarginBottom,
editorial,i-html,.inv-names,wrap.lineCount,3
editorial,i-html,.inv-names,wrap.textContentTrim,"Ruxandra
&
Alexandru"
editorial,i-html,.inv-message,computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.inv-message,computed.fontSize,15.18px
editorial,i-html,.inv-message,computed.lineHeight,22.77px
editorial,i-html,.inv-message,computed.letterSpacing,normal
editorial,i-html,.inv-message,computed.textTransform,none
editorial,i-html,.inv-message,computed.marginTop,21.252px
editorial,i-html,.inv-message,computed.marginBottom,21.252px
editorial,i-html,.inv-message,computed.paddingTop,0px
editorial,i-html,.inv-message,computed.paddingBottom,0px
editorial,i-html,.inv-message,geometry.x,465.219
editorial,i-html,.inv-message,geometry.y,472.328
editorial,i-html,.inv-message,geometry.width,469.563
editorial,i-html,.inv-message,geometry.height,91.125
editorial,i-html,.inv-message,geometry.clientWidth,470
editorial,i-html,.inv-message,geometry.clientHeight,91
editorial,i-html,.inv-message,geometry.scrollWidth,470
editorial,i-html,.inv-message,geometry.scrollHeight,91
editorial,i-html,.inv-message,inline.styleAttr,
editorial,i-html,.inv-message,inline.styleFontSize,
editorial,i-html,.inv-message,inline.styleMarginTop,
editorial,i-html,.inv-message,inline.styleMarginBottom,
editorial,i-html,.inv-message,wrap.lineCount,4
editorial,i-html,.inv-message,wrap.textContentTrim,"Vă invităm cu drag să ne fiți alături în una dintre cele mai frumoase zile din viața noastră, când vom spune „DA” în fața lui Dumnezeu și a celor dragi. Prezența voastră va însemna enorm pentru noi și va transforma acest moment într-o amintire de neuitat."
editorial,i-html,.section-title[0],computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.section-title[0],computed.fontSize,10.35px
editorial,i-html,.section-title[0],computed.lineHeight,13.9725px
editorial,i-html,.section-title[0],computed.letterSpacing,1.242px
editorial,i-html,.section-title[0],computed.textTransform,uppercase
editorial,i-html,.section-title[0],computed.marginTop,9.315px
editorial,i-html,.section-title[0],computed.marginBottom,6.21px
editorial,i-html,.section-title[0],computed.paddingTop,0px
editorial,i-html,.section-title[0],computed.paddingBottom,0px
editorial,i-html,.section-title[0],geometry.x,584.406
editorial,i-html,.section-title[0],geometry.y,331.688
editorial,i-html,.section-title[0],geometry.width,231.172
editorial,i-html,.section-title[0],geometry.height,13.953
editorial,i-html,.section-title[0],geometry.clientWidth,231
editorial,i-html,.section-title[0],geometry.clientHeight,14
editorial,i-html,.section-title[0],geometry.scrollWidth,231
editorial,i-html,.section-title[0],geometry.scrollHeight,14
editorial,i-html,.section-title[0],inline.styleAttr,
editorial,i-html,.section-title[0],inline.styleFontSize,
editorial,i-html,.section-title[0],inline.styleMarginTop,
editorial,i-html,.section-title[0],inline.styleMarginBottom,
editorial,i-html,.section-title[1],computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.section-title[1],computed.fontSize,8.073px
editorial,i-html,.section-title[1],computed.lineHeight,11.3022px
editorial,i-html,.section-title[1],computed.letterSpacing,0.96876px
editorial,i-html,.section-title[1],computed.textTransform,uppercase
editorial,i-html,.section-title[1],computed.marginTop,7.2657px
editorial,i-html,.section-title[1],computed.marginBottom,4.8438px
editorial,i-html,.section-title[1],computed.paddingTop,0px
editorial,i-html,.section-title[1],computed.paddingBottom,0px
editorial,i-html,.section-title[1],geometry.x,656.797
editorial,i-html,.section-title[1],geometry.y,402.656
editorial,i-html,.section-title[1],geometry.width,86.406
editorial,i-html,.section-title[1],geometry.height,11.297
editorial,i-html,.section-title[1],geometry.clientWidth,86
editorial,i-html,.section-title[1],geometry.clientHeight,11
editorial,i-html,.section-title[1],geometry.scrollWidth,86
editorial,i-html,.section-title[1],geometry.scrollHeight,11
editorial,i-html,.section-title[1],inline.styleAttr,
editorial,i-html,.section-title[1],inline.styleFontSize,
editorial,i-html,.section-title[1],inline.styleMarginTop,
editorial,i-html,.section-title[1],inline.styleMarginBottom,
editorial,i-html,.inv-events,computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.inv-events,computed.fontSize,13.8px
editorial,i-html,.inv-events,computed.lineHeight,20.01px
editorial,i-html,.inv-events,computed.letterSpacing,normal
editorial,i-html,.inv-events,computed.textTransform,none
editorial,i-html,.inv-events,computed.marginTop,16.56px
editorial,i-html,.inv-events,computed.marginBottom,0px
editorial,i-html,.inv-events,computed.paddingTop,0px
editorial,i-html,.inv-events,computed.paddingBottom,0px
editorial,i-html,.inv-events,geometry.x,520.656
editorial,i-html,.inv-events,geometry.y,601.25
editorial,i-html,.inv-events,geometry.width,358.688
editorial,i-html,.inv-events,geometry.height,198.594
editorial,i-html,.inv-events,geometry.clientWidth,359
editorial,i-html,.inv-events,geometry.clientHeight,199
editorial,i-html,.inv-events,geometry.scrollWidth,359
editorial,i-html,.inv-events,geometry.scrollHeight,199
editorial,i-html,.inv-events,inline.styleAttr,
editorial,i-html,.inv-events,inline.styleFontSize,
editorial,i-html,.inv-events,inline.styleMarginTop,
editorial,i-html,.inv-events,inline.styleMarginBottom,
editorial,i-html,.events-row.top,computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.events-row.top,computed.fontSize,13.8px
editorial,i-html,.events-row.top,computed.lineHeight,20.01px
editorial,i-html,.events-row.top,computed.letterSpacing,normal
editorial,i-html,.events-row.top,computed.textTransform,none
editorial,i-html,.events-row.top,computed.marginTop,13.8px
editorial,i-html,.events-row.top,computed.marginBottom,0px
editorial,i-html,.events-row.top,computed.paddingTop,0px
editorial,i-html,.events-row.top,computed.paddingBottom,0px
editorial,i-html,.events-row.top,geometry.x,520.656
editorial,i-html,.events-row.top,geometry.y,615.047
editorial,i-html,.events-row.top,geometry.width,358.688
editorial,i-html,.events-row.top,geometry.height,95
editorial,i-html,.events-row.top,geometry.clientWidth,359
editorial,i-html,.events-row.top,geometry.clientHeight,95
editorial,i-html,.events-row.top,geometry.scrollWidth,359
editorial,i-html,.events-row.top,geometry.scrollHeight,95
editorial,i-html,.events-row.top,inline.styleAttr,
editorial,i-html,.events-row.top,inline.styleFontSize,
editorial,i-html,.events-row.top,inline.styleMarginTop,
editorial,i-html,.events-row.top,inline.styleMarginBottom,
editorial,i-html,.events-row.bottom,computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.events-row.bottom,computed.fontSize,13.8px
editorial,i-html,.events-row.bottom,computed.lineHeight,20.01px
editorial,i-html,.events-row.bottom,computed.letterSpacing,normal
editorial,i-html,.events-row.bottom,computed.textTransform,none
editorial,i-html,.events-row.bottom,computed.marginTop,13.8px
editorial,i-html,.events-row.bottom,computed.marginBottom,0px
editorial,i-html,.events-row.bottom,computed.paddingTop,0px
editorial,i-html,.events-row.bottom,computed.paddingBottom,0px
editorial,i-html,.events-row.bottom,geometry.x,520.656
editorial,i-html,.events-row.bottom,geometry.y,723.844
editorial,i-html,.events-row.bottom,geometry.width,358.688
editorial,i-html,.events-row.bottom,geometry.height,76
editorial,i-html,.events-row.bottom,geometry.clientWidth,359
editorial,i-html,.events-row.bottom,geometry.clientHeight,76
editorial,i-html,.events-row.bottom,geometry.scrollWidth,359
editorial,i-html,.events-row.bottom,geometry.scrollHeight,76
editorial,i-html,.events-row.bottom,inline.styleAttr,
editorial,i-html,.events-row.bottom,inline.styleFontSize,
editorial,i-html,.events-row.bottom,inline.styleMarginTop,
editorial,i-html,.events-row.bottom,inline.styleMarginBottom,
editorial,i-html,.inv-parents-wrapper,computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.inv-parents-wrapper,computed.fontSize,17.25px
editorial,i-html,.inv-parents-wrapper,computed.lineHeight,23.2875px
editorial,i-html,.inv-parents-wrapper,computed.letterSpacing,normal
editorial,i-html,.inv-parents-wrapper,computed.textTransform,none
editorial,i-html,.inv-parents-wrapper,computed.marginTop,13.8px
editorial,i-html,.inv-parents-wrapper,computed.marginBottom,0px
editorial,i-html,.inv-parents-wrapper,computed.paddingTop,0px
editorial,i-html,.inv-parents-wrapper,computed.paddingBottom,0px
editorial,i-html,.inv-parents-wrapper,geometry.x,584.406
editorial,i-html,.inv-parents-wrapper,geometry.y,322.375
editorial,i-html,.inv-parents-wrapper,geometry.width,231.172
editorial,i-html,.inv-parents-wrapper,geometry.height,62.266
editorial,i-html,.inv-parents-wrapper,geometry.clientWidth,231
editorial,i-html,.inv-parents-wrapper,geometry.clientHeight,62
editorial,i-html,.inv-parents-wrapper,geometry.scrollWidth,231
editorial,i-html,.inv-parents-wrapper,geometry.scrollHeight,62
editorial,i-html,.inv-parents-wrapper,inline.styleAttr,
editorial,i-html,.inv-parents-wrapper,inline.styleFontSize,
editorial,i-html,.inv-parents-wrapper,inline.styleMarginTop,
editorial,i-html,.inv-parents-wrapper,inline.styleMarginBottom,
editorial,i-html,.inv-nasi,computed.fontFamily,"""Playfair Display"", serif"
editorial,i-html,.inv-nasi,computed.fontSize,13.455px
editorial,i-html,.inv-nasi,computed.lineHeight,18.837px
editorial,i-html,.inv-nasi,computed.letterSpacing,normal
editorial,i-html,.inv-nasi,computed.textTransform,none
editorial,i-html,.inv-nasi,computed.marginTop,10.764px
editorial,i-html,.inv-nasi,computed.marginBottom,13.455px
editorial,i-html,.inv-nasi,computed.paddingTop,0px
editorial,i-html,.inv-nasi,computed.paddingBottom,0px
editorial,i-html,.inv-nasi,geometry.x,656.797
editorial,i-html,.inv-nasi,geometry.y,395.391
